date,tweet_sentiment,sentiment_weighted,tweets,attention
8/21/2018,0.0375,0.141666667,12,45
8/22/2018,0.049340278,0.221041667,8,23
8/23/2018,0.025730707,0.045435568,24,44
8/24/2018,0.102796483,0.322596334,27,34
8/25/2018,-0.089335859,-0.199058081,4,2
8/26/2018,0.063111111,0.126222222,3,24
8/27/2018,0.075614697,0.234418864,33,114
8/28/2018,-0.010822511,-0.179437229,11,37
8/29/2018,-0.004662698,-0.010515873,21,24
8/30/2018,0.01492674,0.059798535,13,28
8/31/2018,0.027777778,0.138888889,12,35
9/1/2018,-0.283333333,-0.566666667,1,1
9/2/2018,-0.4,-0.8,1,1
9/3/2018,0.012816131,0.541797676,19,108
9/4/2018,0.002391975,-0.000231481,18,46
9/5/2018,0.006161616,-0.004949495,15,14
9/6/2018,0.026643357,0.042797203,13,15
9/7/2018,0.015104167,0.102604167,16,40
9/8/2018,-0.166666667,-0.333333333,1,1
9/9/2018,0.188095238,0.576190476,5,7
9/10/2018,0.043541667,0.096666667,10,16
9/11/2018,0.036850649,0.73932199,18,82
9/12/2018,-0.013703704,-0.045185185,9,1
9/13/2018,-0.008928571,-0.008928571,6,19
9/14/2018,-0.021296296,-0.042592593,6,11
9/15/2018,-0.060555556,0.058888889,6,48
9/16/2018,0,0,1,0
9/17/2018,0.086887544,0.862743506,11,58
9/18/2018,0.031299603,0.195377886,22,60
9/19/2018,0.05826432,0.075795219,23,21
9/20/2018,0.058587852,0.162732589,19,47
9/21/2018,0.033333333,0.033333333,10,4
9/22/2018,,,0,0
9/23/2018,0.223194444,0.516805556,4,4
9/24/2018,0.075813492,0.17859127,12,16
9/25/2018,0.113333333,0.58,4,11
9/26/2018,-0.010385101,-0.104103535,8,18
9/27/2018,0.004464286,0.013392857,7,25
9/28/2018,0.061111111,0.283333333,6,9
9/29/2018,,,0,0
9/30/2018,0.137121212,0.349242424,5,13
10/1/2018,-0.243229167,-0.634895833,4,3
10/2/2018,0.072380952,0.126666667,7,10
10/3/2018,0.081944444,0.227777778,3,3
10/4/2018,0.129611111,0.43387037,10,57
10/5/2018,-0.055555556,-0.111111111,3,1
10/6/2018,,,0,0
10/7/2018,0.060333333,0.274333333,10,30
10/8/2018,0.026612157,0.15466241,50,116
10/9/2018,0.031943594,0.100196712,28,40
10/10/2018,0.02719494,0.098623512,28,70
10/11/2018,0.020301932,0.240338164,23,55
10/12/2018,0.029824561,0.103508772,19,24
10/13/2018,0.096875,0.290625,4,17
10/14/2018,0.2,0.8,1,3
10/15/2018,-0.003876812,0.065688406,23,112
10/16/2018,0.060611111,0.337277778,15,30
10/17/2018,-0.013690476,-0.032440476,14,98
10/18/2018,0.067283753,0.528626405,71,288
10/19/2018,-0.001111111,-0.001666667,18,31
10/20/2018,0.5,0.5,1,0
10/21/2018,0,0,1,1
10/22/2018,-0.022289377,-0.003699634,13,21
10/23/2018,0.001388889,0.002777778,9,9
10/24/2018,-0.002404401,0.1041829,14,14
10/25/2018,0.022756992,0.188958806,21,87
10/26/2018,0.048371415,0.444559016,66,381
10/27/2018,0.091666667,-0.05,6,11
10/28/2018,-0.0375,-0.1875,4,6
10/29/2018,-0.005852069,-0.063711307,31,54
10/30/2018,0.024968901,0.139791526,47,147
10/31/2018,0.054703355,0.607818336,44,171
11/1/2018,0.062131543,0.336828512,33,97
11/2/2018,0.019179679,0.196923959,28,60
11/3/2018,-0.016666667,-0.166666667,3,21
11/4/2018,0.145555556,3.26,3,46
11/5/2018,-0.033730159,-0.112103175,28,52
11/6/2018,0.020742424,0.039151515,10,8
11/7/2018,-0.023842593,-0.026759259,15,10
11/8/2018,0.048846157,0.311069582,28,63
11/9/2018,0.015814536,0.054636591,19,47
11/10/2018,0.075,0.15,1,1
11/11/2018,0.09,0.09,2,0
11/12/2018,0.014454365,0.065585317,20,15
11/13/2018,0.06231271,0.153465909,15,24
11/14/2018,0.034208333,0.034208333,10,4
11/15/2018,-0.002,-0.053851852,15,5
11/16/2018,0.008078283,0.082744949,15,30
11/17/2018,0,0,2,1
11/18/2018,-0.017621528,-0.038020833,4,5
11/19/2018,-0.048055556,0.031944444,15,16
11/20/2018,-0.024691358,-0.077777778,9,8
11/21/2018,0.007254443,0.034476665,15,19
11/22/2018,0.01127451,-0.000490196,17,22
11/23/2018,0.028988095,0.277738095,16,21
11/24/2018,0,0,1,0
11/25/2018,-0.006481481,-0.019444444,4,8
11/26/2018,-0.11,-0.28,5,5
11/27/2018,0.010213463,-0.299421954,32,240
11/28/2018,-0.002623457,-0.145925926,27,101
11/29/2018,-0.006027778,-0.001555556,10,13
11/30/2018,0.115617109,0.511476747,16,79
12/1/2018,0,0,1,0
12/2/2018,0.000420875,-0.08013468,4,7
12/3/2018,0.043572992,0.060595358,35,91
12/4/2018,0.005505974,0.189945184,41,131
12/5/2018,0.009645062,0.021219136,18,16
12/6/2018,0.053839405,0.490893772,34,130
12/7/2018,0.070735294,0.042990196,17,13
12/8/2018,0,0,1,1
12/9/2018,-0.048888889,-0.053333333,3,1
12/10/2018,-0.012534041,0.130664488,17,59
12/11/2018,-0.011111111,-0.011111111,14,10
12/12/2018,0.053650794,0.109484127,12,10
12/13/2018,0.106541607,0.133718134,21,14
12/14/2018,0.062237762,0.11451049,11,7
12/15/2018,,,0,0
12/16/2018,,,0,0
12/17/2018,0.083333333,0.138888889,9,6
12/18/2018,0.040909091,0.45,11,35
12/19/2018,0.000972222,0.081388889,15,34
12/20/2018,-0.001015947,0.058269033,18,26
12/21/2018,-0.071944444,-0.351759259,12,21
12/22/2018,0,0,1,0
12/23/2018,-0.166666667,-0.666666667,1,3
12/24/2018,0.069047619,0.102380952,14,9
12/25/2018,-0.016666667,-0.116666667,1,6
12/26/2018,-0.016666667,-0.033333333,2,2
12/27/2018,0.109090909,0.127272727,11,3
12/28/2018,-0.060416667,-0.185416667,8,11
12/29/2018,0.1,0.1,2,0
12/30/2018,0.15,0.15,1,0
12/31/2018,0.133673469,0.215306122,7,4
1/1/2019,0.114814815,0.114814815,1,0
1/2/2019,-0.006851852,-0.091111111,6,5
1/3/2019,0.057142857,0.114285714,5,7
1/4/2019,0.169113005,0.503314394,24,109
1/5/2019,0.03125,0.28125,4,24
1/6/2019,0.002777778,-0.113888889,3,6
1/7/2019,0.004903199,-0.046127946,22,20
1/8/2019,-0.003472222,0.019199346,17,22
1/9/2019,0.042346542,0.505769231,26,116
1/10/2019,-0.042287458,-0.332491582,24,52
1/11/2019,0.102598039,0.255416667,34,62
1/12/2019,0.168860229,0.386022928,6,13
1/13/2019,0,0,1,0
1/14/2019,0.003020761,-0.075510409,23,34
1/15/2019,0.071581439,0.135539773,16,18
1/16/2019,0.045621345,0.179751462,19,26
1/17/2019,0.029553571,0.221289683,15,25
1/18/2019,0.026723627,0.096744133,19,23
1/19/2019,,,0,0
1/20/2019,0,0,1,1
1/21/2019,0.079761905,0.14047619,14,9
1/22/2019,-0.013055556,-0.010555556,10,8
1/23/2019,0.066111111,0.050555556,10,2
1/24/2019,0.026190476,0.053174603,7,6
1/25/2019,0.045959596,-0.06010101,11,12
1/26/2019,0.116666667,0.116666667,1,0
1/27/2019,0.048051948,0.288311688,1,5
1/28/2019,0.023236111,0.274847222,20,63
1/29/2019,-0.091790123,-0.281481481,15,24
1/30/2019,0.046712018,0.123129252,21,42
1/31/2019,0.076190476,0.358201058,21,62
2/1/2019,0.029180345,0.010079966,24,40
2/2/2019,-0.033333333,-0.033333333,2,0
2/3/2019,0.124722222,2.577222222,5,67
2/4/2019,0.158095238,0.338095238,5,5
2/5/2019,-0.008395062,-0.050864198,9,8
2/6/2019,0.191319444,0.780902778,8,21
2/7/2019,-0.028439153,-0.032883598,10,6
2/8/2019,0.013434343,0.004545455,5,3
2/9/2019,0.068181818,2.727272727,1,39
2/10/2019,,,0,0
2/11/2019,0.020162738,0.043836981,24,27
2/12/2019,0.043014706,0.036642157,17,22
2/13/2019,0.083333333,0.5,4,21
2/14/2019,-9.26E-05,0.001044974,15,35
2/15/2019,0.034349624,-0.253518023,34,90
2/16/2019,-0.05,-0.1,6,1
2/17/2019,0.35,0.7,1,1
2/18/2019,0.018216253,0.312017906,11,28
2/19/2019,0.053724054,0.197954823,13,23
2/20/2019,0.0208466,0.119079388,31,57
2/21/2019,0.078608713,0.477079409,26,84
2/22/2019,0.012944444,0.030388889,15,52
2/23/2019,0,0,1,0
2/24/2019,-0.05,-0.15,4,3
2/25/2019,0.012791063,0.069140956,21,40
2/26/2019,0.008641975,0.029012346,18,27
2/27/2019,0.038791667,0.044125,10,8
2/28/2019,-0.041666667,-0.041666667,9,3
3/1/2019,0.009090909,-0.003409091,16,25
3/2/2019,,,0,0
3/3/2019,0.5,0.5,1,0
3/4/2019,-0.004345238,-0.022619048,20,14
3/5/2019,0.052432488,0.182534529,14,7
3/6/2019,0.088104575,0.299084967,17,12
3/7/2019,-0.026269841,0.083174603,10,12
3/8/2019,0.053896104,0.180519481,11,24
3/9/2019,0.225,0.225,2,0
3/10/2019,0.019972342,-0.023416306,3,8
3/11/2019,0.020487179,0.275864253,17,45
3/12/2019,0.071356421,0.396248196,7,11
3/13/2019,0.004444444,0.013333333,11,5
3/14/2019,0.008814815,0.033259259,15,25
3/15/2019,0.042294372,0.106493506,11,14
3/16/2019,0,0,1,0
3/17/2019,0.5,5.5,1,10
3/18/2019,0.034090909,0.084090909,11,15
3/19/2019,-0.011522634,-0.011522634,9,12
3/20/2019,0.028571429,0.373214286,14,37
3/21/2019,-0.009375,-0.009375,8,14
3/22/2019,0.041818182,0.225454545,11,16
3/23/2019,0,0,1,0
3/24/2019,0.01292517,0.01292517,2,0
3/25/2019,-0.010277778,-0.090277778,10,6
3/26/2019,-0.048253968,-0.048253968,5,5
3/27/2019,-0.008641975,-0.008641975,9,4
3/28/2019,0.065678877,0.237534799,13,22
3/29/2019,0.015,0.015,10,21
3/30/2019,0,0,2,0
3/31/2019,0.036111111,1.880555556,2,33
4/1/2019,0.092857143,0.164285714,7,4
4/2/2019,0.01,0.48,5,13
4/3/2019,0.035357143,0.093571429,7,9
4/4/2019,0,0,5,2
4/5/2019,0,0,1,0
4/6/2019,0,0,2,34
4/7/2019,,,0,0
4/8/2019,-0.025166667,0.033166667,10,9
4/9/2019,-0.000529101,-0.067195767,14,16
4/10/2019,0.014379085,0.008496732,17,30
4/11/2019,-0.01712963,-0.021296296,12,7
4/12/2019,-0.007473545,-0.007473545,14,8
4/13/2019,0,0,1,4
4/14/2019,,,0,0
4/15/2019,0.057875631,0.115751263,16,19
4/16/2019,-0.016309764,0.003006734,9,12
4/17/2019,0.08297619,0.054880952,14,16
4/18/2019,-0.016534392,-0.019179894,9,7
4/19/2019,0.005555556,0.005555556,3,0
4/20/2019,0,0,1,11
4/21/2019,,,0,0
4/22/2019,-0.016666667,-0.033333333,6,3
4/23/2019,0.065530303,0.270454545,9,26
4/24/2019,0.082021605,0.202854938,9,11
4/25/2019,-0.008680556,0.03546627,14,28
4/26/2019,0.02,0.018484848,11,14
4/27/2019,,,0,0
4/28/2019,-0.033333333,-0.1,2,2
4/29/2019,-0.068923611,-0.089756944,8,3
4/30/2019,-0.005681818,0.022727273,11,18
5/1/2019,-0.008333333,-0.008333333,2,1
5/2/2019,0,0,6,2
5/3/2019,0.019047619,0.019047619,7,9
5/4/2019,,,0,0
5/5/2019,0.142901235,0.284567901,9,104
5/6/2019,0.016006594,0.117001263,36,245
5/7/2019,0.073472222,0.156228632,26,57
5/8/2019,0.017790515,0.502168822,27,276
5/9/2019,0.038969577,0.112977513,70,185
5/10/2019,0.038821549,-0.003215488,29,47
5/11/2019,-0.016569264,-0.016569264,5,3
5/12/2019,0.154761905,-0.126190476,7,29
5/13/2019,0.071302247,0.246111837,87,334
5/14/2019,0.045292705,0.712839001,36,191
5/15/2019,0.002348058,0.039677318,38,81
5/16/2019,0.007383708,0.023100599,36,73
5/17/2019,0.081798482,0.250444198,81,200
5/18/2019,0.128012821,0.497307692,13,50
5/19/2019,0.082291667,0.507291667,20,47
5/20/2019,0.021287602,0.266428251,31,82
5/21/2019,-0.018425,-0.071758333,25,46
5/22/2019,0.032337662,0.237467532,8,19
5/23/2019,0.034803294,0.317766023,41,92
5/24/2019,0.020634921,0.358465608,21,84
5/25/2019,0,0,6,12
5/26/2019,0.032407407,0.048148148,6,4
5/27/2019,0.020306513,0.010344828,29,87
5/28/2019,0.035532407,0.049884259,18,26
5/29/2019,0.029991271,0.107631874,27,49
5/30/2019,-0.020410628,-0.028623188,23,64
5/31/2019,0.021581197,0.02767094,26,68
6/1/2019,0.075,0.135,5,4
6/2/2019,0.066666667,1,5,17
6/3/2019,-0.026335283,-0.180916179,19,34
6/4/2019,0.001857639,0.071857639,16,29
6/5/2019,0.048794643,0.137284226,16,64
6/6/2019,-0.053156566,-0.572979798,12,48
6/7/2019,0.07187377,0.251069461,22,45
6/8/2019,-0.038636364,-0.077272727,4,1
6/9/2019,0.044401042,0.044401042,8,7
6/10/2019,-1.85E-18,0.068888889,30,157
6/11/2019,-0.031352588,-0.192282197,24,70
6/12/2019,0.004846561,0.031767196,25,46
6/13/2019,0.037916667,0.07284188,26,32
6/14/2019,0.019230769,0.482692308,13,57
6/15/2019,-0.044675926,-0.044675926,2,0
6/16/2019,-0.0875,-0.0875,4,12
6/17/2019,0.035677083,0.08828125,16,8
6/18/2019,0.039150914,0.075537278,10,7
6/19/2019,0.024621212,0.05479798,18,12
6/20/2019,0.055861378,0.099226763,16,12
6/21/2019,0.03462963,0.07462963,15,10
6/22/2019,0.015564123,0.034537338,4,1
6/23/2019,0,0,1,0
6/24/2019,0.029545455,1.425174825,13,217
6/25/2019,0.126111111,0.193888889,10,41
6/26/2019,0.067311508,0.362162698,14,18
6/27/2019,0.041111111,0.337777778,18,39
6/28/2019,0.005416667,0.024583333,12,8
6/29/2019,-0.15,-0.15,1,0
6/30/2019,,,0,0
7/1/2019,0.052,1.852,15,134
7/2/2019,0.087053571,0.249553571,16,39
7/3/2019,-0.020555556,-0.020555556,10,9
7/4/2019,0.008712121,0.304166667,11,25
7/5/2019,0.020833333,0.020833333,12,13
7/6/2019,0,0,1,0
7/7/2019,0.029166667,0.058333333,6,23
7/8/2019,0.009791667,0.251666667,16,40
7/9/2019,0.025694444,0.11765873,14,19
7/10/2019,-0.0125,-0.0475,10,17
7/11/2019,0.035606061,0.106818182,12,15
7/12/2019,0.064042208,0.170698052,14,15
7/13/2019,0.1,0.2,1,1
7/14/2019,-0.166666667,-0.333333333,1,1
7/15/2019,0.062109375,0.377734375,16,29
7/16/2019,-0.00625,-0.00625,8,4
7/17/2019,0.029611111,0.075777778,10,7
7/18/2019,-0.008333333,-0.008333333,6,2
7/19/2019,0.022916667,0.008333333,8,3
7/20/2019,,,0,0
7/21/2019,0.08,0.08,1,0
7/22/2019,0.014930556,0.064930556,8,5
7/23/2019,0.034375,0.0375,16,37
7/24/2019,0.000892857,-0.085714286,8,11
7/25/2019,0.0125,0.03125,8,3
7/26/2019,-0.003535354,0.219191919,11,25
7/27/2019,0,0,2,1
7/28/2019,,,0,0
7/29/2019,0.00213925,-0.064292929,14,26
7/30/2019,-2.14E-18,-4.27E-18,13,10
7/31/2019,0,0,9,19
8/1/2019,0.039620963,0.399822113,29,105
8/2/2019,0.023706488,0.031217975,38,132
8/3/2019,0.105,0.185,5,3
8/4/2019,-0.056666667,-0.083333333,5,9
8/5/2019,0.054232581,0.931764148,302,3132
8/6/2019,0.05226184,0.371329567,152,567
8/7/2019,0.029365318,0.064109273,83,389
8/8/2019,0.036897288,0.081276121,80,128
8/9/2019,0.033991791,0.247254276,61,197
8/10/2019,0.03375,0.020694444,9,13
8/11/2019,0.155854701,0.619252137,13,39
8/12/2019,0.058560606,0.12280303,44,190
8/13/2019,0.058032708,0.714339105,45,192
8/14/2019,0.038780722,0.005111367,31,74
8/15/2019,0.013998538,0.020102339,19,32
8/16/2019,0.007437771,-0.011059704,18,32
8/17/2019,0.041666667,0.041666667,3,35
8/18/2019,-0.0625,-0.375,1,5
8/19/2019,0.017407407,0.016018519,12,23
8/20/2019,0.062631579,0.224912281,19,47
8/21/2019,0.009455128,0.009455128,13,34
8/22/2019,0.044481066,0.169328793,53,144
8/23/2019,0.062544356,1.834423344,53,513
8/24/2019,0.169319728,0.580068027,7,23
8/25/2019,-0.033101117,0.194810406,27,114
8/26/2019,0.070214557,0.636914631,87,488
8/27/2019,0.044055195,0.311187487,70,210
8/28/2019,0.076381726,0.356151262,52,111
8/29/2019,0.071469734,0.309898157,39,91
8/30/2019,0.07566416,0.293759398,19,42
8/31/2019,0.070833333,0.329166667,4,7
9/1/2019,0.207927189,0.407927189,6,3
9/2/2019,0.06189606,0.154264133,38,131
9/3/2019,-0.001995921,-0.021043124,26,67
9/4/2019,0.070498084,0.102064176,29,68
9/5/2019,0.051461425,0.768542053,28,120
9/6/2019,0.008683473,0.022233894,17,99
9/7/2019,0,0,3,39
9/8/2019,-0.083333333,-0.166666667,2,1
9/9/2019,0.007857143,-0.006428571,10,36
9/10/2019,0.046540494,0.016069625,20,39
9/11/2019,0.027116402,-0.031746032,14,39
9/12/2019,0.04599026,0.207359307,20,36
9/13/2019,0.022222222,0.02962963,9,12
9/14/2019,0.070833333,0.141666667,1,1
9/15/2019,0,0,1,0
9/16/2019,0.086051587,0.640833333,12,30
9/17/2019,0.003466983,0.013662819,15,15
9/18/2019,-0.00991786,-0.470132645,13,70
9/19/2019,0.004910714,-0.034375,14,17
9/20/2019,0.000720165,0.048868313,9,21
9/21/2019,0,0,3,1
9/22/2019,-0.15,-0.3,2,2
9/23/2019,0.013611111,-0.049722222,15,18
9/24/2019,0.017843137,0.116666667,17,35
9/25/2019,0.015506403,0.068276966,16,19
9/26/2019,0.002850529,-0.047030423,20,20
9/27/2019,0.018805401,0.032055246,14,40
9/28/2019,-0.195,-0.585,1,2
9/29/2019,0.054112554,0.270562771,3,4
9/30/2019,0.06372549,0.028431373,17,34
10/1/2019,0.129984127,0.22884127,5,4
10/2/2019,0.197619048,0.197619048,2,1
10/3/2019,0.060271239,0.245542478,8,10
10/4/2019,0.043658009,0.186926407,7,11
10/5/2019,-0.05,-0.05,1,0
10/6/2019,0.094166667,0.160833333,2,1
10/7/2019,0.033844697,0.028200758,8,19
10/8/2019,0.019258929,-0.001842262,16,32
10/9/2019,-0.031562882,-0.1248779,13,29
10/10/2019,0.077566964,0.285639881,16,32
10/11/2019,0.026848485,0.546568182,20,148
10/12/2019,0,0,1,4
10/13/2019,0,0,1,1
10/14/2019,0.120701754,0.631904762,19,61
10/15/2019,0.052068049,0.216512493,19,17
10/16/2019,0.033586861,0.047508818,18,30
10/17/2019,-0.004761905,-0.047619048,7,14
10/18/2019,0.082291667,0.172916667,12,17
10/19/2019,0.233333333,0.7,1,2
10/20/2019,0,0,1,0
10/21/2019,-0.013148148,-0.170925926,9,20
10/22/2019,0.025,0.2125,8,19
10/23/2019,-0.018326118,-0.040548341,12,10
10/24/2019,0.04869146,0.196418733,11,13
10/25/2019,-0.008333333,-0.008333333,6,0
10/26/2019,-0.04375,-0.04375,2,0
10/27/2019,0,0,1,0
10/28/2019,-0.000198413,-0.043650794,12,30
10/29/2019,-0.008709273,-0.08283208,19,30
10/30/2019,0.0211812,-0.000757576,14,22
10/31/2019,-0.015571047,-0.056396741,17,34
11/1/2019,0.009848485,-0.060606061,11,25
11/2/2019,,,0,0
11/3/2019,0.068181818,0.068181818,2,1
11/4/2019,0.003954248,-0.019379085,17,24
11/5/2019,0.055362319,0.164094203,46,119
11/6/2019,0.049907803,0.104255754,33,32
11/7/2019,0.004597884,0.076880952,30,86
11/8/2019,0.001268519,-0.268175926,18,50
11/9/2019,0.218892045,1.637784091,4,10
11/10/2019,0.205808081,0.261616162,2,1
11/11/2019,0.040277778,0.3125,18,45
11/12/2019,0.029646465,0.174090909,15,36
11/13/2019,0.001854497,-0.544857143,15,80
11/14/2019,-0.01379821,-0.046050397,14,25
11/15/2019,0.013208617,0.098129252,14,34
11/16/2019,0,0,2,1
11/17/2019,,,0,0
11/18/2019,-0.017824074,-0.319907407,12,42
11/19/2019,0.060598545,0.289447751,15,60
11/20/2019,-0.00245098,-0.059803922,34,81
11/21/2019,0.040012283,-0.088017763,14,42
11/22/2019,0.015766723,0.050524376,14,26
11/23/2019,0.1,0.8,1,7
11/24/2019,0,0,2,0
11/25/2019,0.018722944,-0.083300866,15,34
11/26/2019,-0.012539683,0.223015873,28,130
11/27/2019,-0.000427827,-0.054073661,16,29
11/28/2019,0.071296296,0.075925926,12,12
11/29/2019,-0.049326599,-0.190740741,11,25
11/30/2019,0,0,1,3
12/1/2019,0,0,1,0
12/2/2019,0.009770473,0.013315747,14,36
12/3/2019,0.052290013,0.010970569,16,16
12/4/2019,0.010259259,0.023259259,15,38
12/5/2019,0.0775,0.175,10,36
12/6/2019,0.031721536,0.022530864,9,16
12/7/2019,,,0,0
12/8/2019,0.116666667,0.816666667,2,6
12/9/2019,0.052380952,0.080952381,14,14
12/10/2019,0.045799423,0.098323232,15,22
12/11/2019,-0.009659759,-0.14659759,6,13
12/12/2019,0.041865079,0.138095238,18,33
12/13/2019,0.031378788,0.061156566,15,19
12/14/2019,0,0,1,0
12/15/2019,0.047592593,0.095185185,5,2
12/16/2019,0.044013026,0.212892316,14,51
12/17/2019,0.045601852,2.295138889,9,116
12/18/2019,-0.010196208,-0.276069224,9,27
12/19/2019,0.000876323,-0.271841931,9,24
12/20/2019,-0.011337868,-0.113378685,7,11
12/21/2019,,,0,0
12/22/2019,0.1,0.2,2,1
12/23/2019,0.003013228,-0.436719577,15,60
12/24/2019,0.146839927,0.801160915,9,20
12/25/2019,0,0,2,1
12/26/2019,-0.034375,-0.55,4,26
12/27/2019,0.020714286,0.207142857,10,16
12/28/2019,0.071428571,0.857142857,1,11
12/29/2019,0.1875,1.125,2,5
12/30/2019,0.016969697,0.283636364,11,93
12/31/2019,0.034871795,-0.26,13,34
1/1/2020,0.04,0.16,5,7
1/2/2020,0.041927083,0.103869048,16,44
1/3/2020,0.014444444,0.056666667,8,16
1/4/2020,0,0,1,6
1/5/2020,0.03125,0.09375,2,9
1/6/2020,0.008837938,0.022300607,9,16
1/7/2020,0.010589805,0.018951247,14,30
1/8/2020,0.007755102,-0.066530612,7,12
1/9/2020,0.066755793,0.21114082,17,26
1/10/2020,0.007142857,0.092857143,14,21
1/11/2020,0,0,2,1
1/12/2020,0.025555556,0.011111111,5,9
1/13/2020,0.023727369,0.108660404,32,77
1/14/2020,0.01400281,-0.033664654,38,60
1/15/2020,0.017118182,0.02640303,25,45
1/16/2020,0.039705665,0.281883857,39,79
1/17/2020,0.064919591,0.120548246,19,33
1/18/2020,0,0,1,1
1/19/2020,0,0,1,0
1/20/2020,0.035904762,0.044238095,20,16
1/21/2020,0.006757937,-0.015662698,20,57
1/22/2020,0.016232639,0.028732639,16,20
1/23/2020,0.031411863,0.029197995,19,28
1/24/2020,0.017566138,0.277936508,15,34
1/25/2020,0.085930736,0.30021645,7,8
1/26/2020,0,0,1,0
1/27/2020,-0.011309524,0.191071429,14,21
1/28/2020,0.01125,0.139166667,12,13
1/29/2020,-0.055357143,-0.094047619,6,13
1/30/2020,0.022093254,0.118343254,12,16
1/31/2020,-0.035141941,-0.100320513,13,23
2/1/2020,-0.05,-0.05,2,0
2/2/2020,0.009099397,0.071139971,17,131
2/3/2020,0.034966564,0.316759259,54,238
2/4/2020,0.016097308,0.026501035,23,49
2/5/2020,0.033320933,0.164781746,16,27
2/6/2020,0.06015873,0.119384921,12,24
2/7/2020,0.029027778,0.535833333,9,16
2/8/2020,-0.067277778,-0.230944444,5,8
2/9/2020,0.1,0.2,5,8
2/10/2020,0.026273148,0.102662037,18,16
2/11/2020,0.048841991,0.138246753,14,31
2/12/2020,-0.015880102,-0.028380102,8,13
2/13/2020,0.010993386,0.113898148,15,41
2/14/2020,0.019436027,0.198501684,12,40
2/15/2020,-0.05,-0.05,2,0
2/16/2020,0.005357143,0.051785714,4,8
2/17/2020,0.027346999,0.092543078,17,52
2/18/2020,0.05833801,0.129994388,18,17
2/19/2020,0.056200221,0.149543132,29,136
2/20/2020,-0.002906682,0.009134843,28,45
2/21/2020,0.008347363,0.019949495,12,12
2/22/2020,0.235185185,0.612962963,3,2
2/23/2020,0.020833333,0.020833333,3,10
2/24/2020,0.01303351,0.039100529,18,38
2/25/2020,0.027714646,0.053977273,11,19
2/26/2020,0.009627451,0.002333333,17,37
2/27/2020,0.010424242,0.043272727,15,44
2/28/2020,0.035,0.435,10,19
2/29/2020,-0.12047619,-6.936190476,7,102
3/1/2020,0.000342713,0.02747114,7,33
3/2/2020,0.000869308,0.01141349,24,26
3/3/2020,0.005555556,0.005555556,9,4
3/4/2020,0.040965718,0.237353841,11,22
3/5/2020,-0.002602564,0.029064103,13,19
3/6/2020,0.03764881,0.227380952,7,16
3/7/2020,0.038271605,0.038271605,3,1
3/8/2020,-0.098958333,-0.333333333,4,19
3/9/2020,-0.033492063,-0.082936508,14,36
3/10/2020,-0.010946502,-0.010781893,9,6
3/11/2020,0.060568182,0.149886364,10,14
3/12/2020,0.011319444,0.002986111,15,13
3/13/2020,-0.042727273,0.05,11,38
3/14/2020,0,0,1,0
3/15/2020,0,0,1,0
3/16/2020,-0.006239316,-0.048547009,13,41
3/17/2020,3.97E-18,-0.214285714,7,11
3/18/2020,0.001812771,0.352678571,11,39
3/19/2020,0.014750631,0.070419823,24,38
3/20/2020,-0.076623377,-0.08961039,11,6
3/21/2020,0,0,1,0
3/22/2020,0.034353741,0.068707483,7,8
3/23/2020,0.043409586,0.040631808,17,33
3/24/2020,0.087216117,0.407399267,13,26
3/25/2020,0.002373737,0.146010101,15,37
3/26/2020,-0.033442266,0.022440087,17,20
3/27/2020,-0.02670068,0.191326531,14,37
3/28/2020,0.143668831,0.143668831,2,0
3/29/2020,0,0,1,0
3/30/2020,-0.017464115,-0.015330941,19,24
3/31/2020,0.087328042,0.131772487,15,10
4/1/2020,0.042045455,0.110227273,12,104
4/2/2020,0.01135582,0.20337963,14,17
4/3/2020,0.022727273,0.068181818,10,7
4/4/2020,0.034090909,0.068181818,2,1
4/5/2020,0,0,11,28
4/6/2020,0.0625,0.125,3,3
4/7/2020,0.000357143,0.000714286,7,7
4/8/2020,-0.028205128,-0.070512821,13,13
4/9/2020,0.047727273,0.102272727,11,20
4/10/2020,0.01294697,0.055371212,15,15
4/11/2020,0,0,1,0
4/12/2020,0,0,3,5
4/13/2020,-0.025185185,-0.045185185,10,11
4/14/2020,0.025541126,0.049350649,21,23
4/15/2020,0.009567901,0.008333333,18,52
4/16/2020,-0.012987013,-0.168831169,11,46
4/17/2020,0.038549784,0.221363636,21,43
4/18/2020,0,0,1,0
4/19/2020,0,0,6,23
4/20/2020,-0.009848485,-0.023106061,20,14
4/21/2020,-0.002083333,-0.002083333,11,16
4/22/2020,0.033423521,0.047655123,21,11
4/23/2020,-0.049358974,-0.152564103,13,9
4/24/2020,0,0,17,15
4/25/2020,0.012962963,0.025925926,9,26
4/26/2020,0.025,-0.095833333,4,7
4/27/2020,-0.001960784,-0.058823529,17,31
4/28/2020,0.002104377,-0.002609428,11,8
4/29/2020,0.006410256,0.012820513,13,6
4/30/2020,0,0,16,8
5/1/2020,-0.041570216,-0.124903549,12,28
5/2/2020,0.175,0.35,2,1
5/3/2020,0.008592172,0.001489899,5,12
5/4/2020,0.029585561,0.07052139,17,26
5/5/2020,0.028333333,0.085,10,17
5/6/2020,-0.011565003,-0.374196708,29,83
5/7/2020,0.021142677,0.032839646,25,29
5/8/2020,-0.02275641,-0.02275641,13,8
5/9/2020,0.085,0.085,5,0
5/10/2020,0,0,2,0
5/11/2020,0.035545455,0.156424242,15,17
